Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Snack Pack","The Heart Chamber > Stack Rock > Richland Creek Area > Arkansas",https://www.mountainproject.com/route/109482049/snack-pack,3.0,-1,Sport,5.8+,1,65,35.8844,-92.9114
"Pineapple Jazz","Government Bay > Jeff's World (MN/CA border) > Minnesota",https://www.mountainproject.com/route/111983626/pineapple-jazz,4.0,-1,Sport,5.7,1,40,48.28038,-92.45613
"I Owe a Lot of Money to a Man Name Guido","Iguana Wall > Mount Nemo > Golden Horseshoe > Ontario > Canada > North America > International",https://www.mountainproject.com/route/113194752/i-owe-a-lot-of-money-to-a-man-name-guido,3.8,-1,Sport,5.10b,1,,43.42588,-79.87708
"Hermelin 6a","Bonistock / Melchsee-Frutt > Melchtal > Switzerland > Europe > International",https://www.mountainproject.com/route/107214904/hermelin-6a,4.0,-1,Sport,5.10a,1,90,46.7754,8.2791
Invasores,"Zipa > Colombia > South America > International",https://www.mountainproject.com/route/113079214/invasores,4.0,-1,Sport,5.9,1,,5.01281,-73.9448
"Cobra (Yan Jing She)","Weeping Wall (Ku Qiang) > Fumin Canyon > Kunming Area > Yunnan Province > China > Asia > International",https://www.mountainproject.com/route/106122445/cobra-yan-jing-she,4.0,-1,Sport,5.9,1,88,25.19444,102.46453
"Chocolate Speedway","Legoland > Montagu > South Africa > Africa > International",https://www.mountainproject.com/route/112379092/chocolate-speedway,4.0,-1,Sport,5.10a/b,1,45,-33.81374,20.09119
LightSaber,"The Point / Beside The Point > Moonlight Ridge > Custer State Park > South Dakota",https://www.mountainproject.com/route/107188922/lightsaber,4.0,-1,"Trad, Sport",5.9,1,80,43.84355,-103.54332
"The Sands of Time","Mule Hollow Wall > Big Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/106563428/the-sands-of-time,3.2,-1,Sport,5.10a,1,90,40.63207,-111.75115
"Snakeskin Safari Suit","Hallucinogen Wall > The Wonderland crags > Waterval Boven > South Africa > Africa > International",https://www.mountainproject.com/route/109047132/snakeskin-safari-suit,3.8,-1,Sport,5.10a,1,,-25.67375,30.36492
"Crystal Crescent","Nap Wall Area > Slick Rock Dome > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/111951621/crystal-crescent,3.8,-1,Sport,5.10a,1,100,38.88127,-120.28982
"Les Nouveaux mariés","02 - Les nouveaux mariés > L'Amphitheatre > Saint-Andre-de-Kamouraska > Bas-Saint-Laurent > Quebec > Canada > North America > International",https://www.mountainproject.com/route/109191309/les-nouveaux-maries,3.0,-1,Sport,5.10a,1,60,47.65204,-69.74531
"Night and Day","Homestake Road Crag > Eagle/Vail/Minturn/Red Cliff > Colorado",https://www.mountainproject.com/route/106858120/night-and-day,3.1,-1,"Sport, TR",5.10b,1,80,39.47072,-106.37294
"Watching in Silence","Rock 'N Roll Wall > Hartman Rocks > Gunnison > Colorado",https://www.mountainproject.com/route/106719864/watching-in-silence,3.0,-1,Sport,5.9,1,40,38.49812,-106.94713
"Rainbow Bridge","Nebel Horn Ridge > Fern Canyon > South > Flatirons > Boulder > Colorado",https://www.mountainproject.com/route/105752755/rainbow-bridge,3.4,-1,"Trad, Sport",5.9,1,,39.9662,-105.2906
Lamentation,"The Sport Wall > CM: Wilton > Missouri",https://www.mountainproject.com/route/108288887/lamentation,3.4,-1,"Sport, TR","5.9 PG13",1,65,38.7599,-92.3775
"A Few Quickdraws More","Cowboy King Wall > Aspen Glade > Wild Iris > Lander Area > Wyoming",https://www.mountainproject.com/route/113250922/a-few-quickdraws-more,3.5,-1,Sport,5.8,1,80,42.5928,-108.7408
"Pirates of the Carabiner","Pirate's Wall > El Rito Sport Area > El Rito > New Mexico",https://www.mountainproject.com/route/113457878/pirates-of-the-carabiner,3.2,-1,Sport,5.9+,1,70,36.39247,-106.19592
"Baby Come Home","Secret Lake and Warmup wall > Jeff's World (MN/CA border) > Minnesota",https://www.mountainproject.com/route/108278770/baby-come-home,3.8,-1,Sport,5.10a,1,70,48.3745,-92.4149
"Pool Boy","Deep End > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/110849887/pool-boy,2.9,-1,Sport,5.10b,1,80,37.63986,-83.68327
"19.  Pepsi Showers","Silver Mountain > Michigan",https://www.mountainproject.com/route/114798130/19-pepsi-showers,4.0,-1,Sport,5.9,1,50,46.6622,-88.8382
"Pocket Full of Pigeons","The Rest of the East Bridge Bands > East Bridge Bands > Cody > Wyoming",https://www.mountainproject.com/route/107844143/pocket-full-of-pigeons,3.8,-1,Sport,5.9,1,65,44.5114,-109.1506
Jenga,"The God No! Wall > The Wonderland crags > Waterval Boven > South Africa > Africa > International",https://www.mountainproject.com/route/109114876/jenga,3.8,-1,Sport,5.10a,1,,-25.67375,30.36492
"Lionel Terray","Berdorf > Luxembourg > Europe > International",https://www.mountainproject.com/route/106660595/lionel-terray,3.8,-1,Sport,5.9+,1,60,49.8318,6.3443
"River Nights & Flashlights","F: Tombstone > Pere Marquette State Park > Illinois",https://www.mountainproject.com/route/112249002/river-nights-flashlights,3.0,-1,Sport,5.10a,1,,38.97084,-90.48816
"Dacite Conspiracy","Hackberry Creek > Lower Devil's Canyon > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/105879448/dacite-conspiracy,2.9,-1,Sport,5.9,1,120,33.27463,-111.03207
"Schizophrenic Slab","Overhead Wall > Frustration Creek > Highway 38 Crags > San Bernardino Mountains > California",https://www.mountainproject.com/route/107878317/schizophrenic-slab,3.5,-1,Sport,5.10a,1,70,34.10178,-116.96621
"Tache noire","01 - La tache noire > L'Amphitheatre > Saint-Andre-de-Kamouraska > Bas-Saint-Laurent > Quebec > Canada > North America > International",https://www.mountainproject.com/route/109252068/tache-noire,3.2,-1,"Sport, TR",5.9+,1,35,47.65165,-69.73416
"Snarling at the Greeter","(a) The Terraces > (j) Grand Canyon > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109551561/snarling-at-the-greeter,3.7,-1,Sport,5.10b,1,80,49.44181,-119.55762
"Strawberry Fields","Fruit Wall > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/112220398/strawberry-fields,2.8,-1,Sport,5.10b,1,50,37.64504,-83.67849
RSG,"Other Mothers > Mother's Buttress > Main Canyon: Unaweep Granite > Unaweep Canyon > Grand Junction Area > Colorado",https://www.mountainproject.com/route/107626741/rsg,3.2,-1,Sport,5.10a,1,100,38.8136,-108.6215
"Roadside Distraction","Roadside Distraction > Red River Area > Taos Area > New Mexico",https://www.mountainproject.com/route/106428060/roadside-distraction,3.2,-1,Sport,5.10a,1,112,36.70207,-105.56168
"The Pillar","Main Amphitheater > Cougar > North of Town > Steamboat Springs > Colorado",https://www.mountainproject.com/route/107213059/the-pillar,3.5,-1,Sport,5.10a,1,70,40.77052,-106.80768
"Split Decision","Jane's Buttress > Rattlesnake > Southwest Oregon > Oregon",https://www.mountainproject.com/route/106557825/split-decision,3.3,-1,Sport,5.10a,1,70,42.6515,-122.8856
"Flea Bitten Stranger","K9 Crag > Cathedral Domain Climbing Area (CDCA) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/114446609/flea-bitten-stranger,4.0,-1,Sport,5.9+,1,55,37.65718,-83.79648
"Bourbon Street","Katrina Wall > Voodoo Garden > Pinnacles North > Holcomb Valley Pinnacles > Big Bear North > Big Bear Lake Area > San Bernardino Mountains > California",https://www.mountainproject.com/route/106470123/bourbon-street,2.8,-1,Sport,5.9,1,60,34.31347,-116.88005
"Left route","Outhouse Wall > Kings Canyon > Sequoia & Kings Canyon NP > California",https://www.mountainproject.com/route/115168256/left-route,4.0,-1,Sport,5.8,1,115,36.7983,-118.68436
"Ebb Tide Arete","K. Jake's Gully > West Coast Cliffs > Hermosa > Durango > Colorado",https://www.mountainproject.com/route/106043492/ebb-tide-arete,4.0,-1,Sport,5.8+,1,75,37.4294,-107.8372
"Nike Rout","Elk Slabs > Charon's Gardens > Wichita Mountains Wildlife Refuge > Oklahoma",https://www.mountainproject.com/route/105929701/nike-rout,3.0,-1,"Trad, Sport",5.8,1,180,34.7172,-98.7237
"The Jolly Toproper","Not So Cool Dome > North Wonderland Approach > Wonderland North > Wonderland of Rocks > Joshua Tree National Park > California",https://www.mountainproject.com/route/113893082/the-jolly-toproper,4.0,-1,Sport,"5.9+ PG13",1,70,34.0542,-116.176
"The Outer Shadow aka Morannon","Ephel Duath > Towers of Teeth > Middle Earth > Sylvan Lake > Custer State Park > South Dakota",https://www.mountainproject.com/route/108244936/the-outer-shadow-aka-morannon,3.0,-1,"Trad, Sport",5.8,1,120,43.84875,-103.57026
"Land of the Lost Portal","Pangaea > Jungle, on the Aquarius Plateau > Utah",https://www.mountainproject.com/route/109284150/land-of-the-lost-portal,4.0,-1,"Sport, Alpine",5.7,1,50,37.76031,-111.87101
"Baby Disco Show","Main Wall > Little River Wall > El Rito > New Mexico",https://www.mountainproject.com/route/109281722/baby-disco-show,3.2,-1,Sport,5.10a,1,90,36.38903,-106.23454
"Prescribed Burn","Fire Wall and Upper Tier > Comales Canyon > Taos Area > New Mexico",https://www.mountainproject.com/route/107746569/prescribed-burn,3.0,-1,Sport,5.10b,1,50,36.15739,-105.58168
Blowhole,"Puff Boulder > Promontory > Redwood Coast > California",https://www.mountainproject.com/route/109999658/blowhole,3.1,-1,Sport,5.7,1,60,41.6065,-124.1051
"Land of the Lost","The Boxtop > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105816764/land-of-the-lost,2.8,-1,"Trad, Sport",5.10a,1,80,42.0809,-113.70743
Sidewinder,"Main Wall > Mont Rigaud > Montreal Area > Quebec > Canada > North America > International",https://www.mountainproject.com/route/106885903/sidewinder,3.0,-1,"Sport, TR",5.10a,1,,45.46711,-74.3324
"Bayou Boy (Hemlock Block)","New Sub-Area 1 > Deep Creek > Tennessee",https://www.mountainproject.com/route/108925625/bayou-boy-hemlock-block,3.5,-1,Sport,5.10b,1,65,35.2957,-85.19505
"The Lifus's Farm Tools","The North End > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/106032117/the-lifuss-farm-tools,3.0,-1,Sport,5.10b,1,55,38.6452,-105.2205
"Lloyds of Lowville","Eagle Falls > I: Old Forge Region > Adirondacks > New York",https://www.mountainproject.com/route/107776662/lloyds-of-lowville,3.5,-1,Sport,5.10a,1,90,43.9051,-75.1959
"Cats in the Cradle","C. Beaver Wall Right > A. North Canyon > *Jackson Falls > Illinois",https://www.mountainproject.com/route/111193961/cats-in-the-cradle,3.0,-1,Sport,5.10b,1,,37.50471,-88.68937
"Cuidate la Espalda (Watch your Back)","Cerro Ventana Sur > San Carlos de Bariloche > Rio Negro > Argentina > South America > International",https://www.mountainproject.com/route/116549667/cuidate-la-espalda-watch-your-back,4.0,-1,Sport,5.10a,1,75,-41.19137,-71.39196
"90's Chick","Middle Tier (Right Side) > Middle Tier > Frustration Creek > Highway 38 Crags > San Bernardino Mountains > California",https://www.mountainproject.com/route/108343667/90s-chick,3.1,-1,Sport,5.9,1,80,34.10247,-116.96456
"April Mayhem","Trundle Dome > Lower Icicle Canyon > Icicle Creek > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/106562848/april-mayhem,3.0,-1,"Trad, Sport, TR",5.9,1,80,47.548,-120.696
"Rocks and Branches","The Sanctuary > Redwood Coast > California",https://www.mountainproject.com/route/116235454/rocks-and-branches,4.0,-1,Sport,5.10b,1,90,40.78318,-123.5156
Paraiso,"Sector Paraiso > Playa Frontón > Dominican Republic > North America > International",https://www.mountainproject.com/route/111702047/paraiso,4.0,-1,Sport,5.10a,1,100,19.29544,-69.15206
Utopia,"Macondo Cliff > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/111841178/utopia,4.0,-1,Sport,5.10b,1,85,38.65407,-122.61897
"Solar Wind","The Moon > Moonlight Crags > Northeast California > California",https://www.mountainproject.com/route/112345402/solar-wind,4.0,-1,Sport,5.10a,1,80,40.17338,-120.81042
"Positive Identification","Ex-Girlfriend Enclave of Hate > Valhalla > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/109380093/positive-identification,3.0,-1,Sport,5.10,1,90,44.13974,-107.25794
"The Howler","Right of Passage > Hidden Acres > The Playground > Horsethief Lake Area > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/109692338/the-howler,4.0,-1,Sport,5.10,1,100,43.8813,-103.4818
"Punctuated Equilibrium","Paleosol Wall > Land's End Area > Grand Mesa > Grand Junction Area > Colorado",https://www.mountainproject.com/route/107907193/punctuated-equilibrium,4.0,-1,Sport,5.10b/c,1,50,39.0055,-108.2005
"Storming the Gates","Hidden Slot > Burge North - Hidden Canyon (Tonasket) > Okanogan > Washington",https://www.mountainproject.com/route/113435956/storming-the-gates,4.0,-1,Sport,5.9-,1,40,48.79762,-119.24323
"Walk the Way","Holy Water Wall > Buena Vista > Colorado",https://www.mountainproject.com/route/105971611/walk-the-way,4.0,-1,Sport,5.10a,1,60,38.81152,-106.34988
"EPIC IMPACT (DEEP WATER SOLO)","Rio Dulce Canyon > Guatemala > North America > International",https://www.mountainproject.com/route/111397882/epic-impact-deep-water-solo,4.0,-1,Sport,5.8+,1,65,15.78253,-88.77625
"Mr. Pocket","Sun Kissed Sector > Wall of Misfortune > Mormon Mountains > Southern Nevada > Nevada",https://www.mountainproject.com/route/116369354/mr-pocket,4.0,-1,Sport,5.10,1,70,36.90339,-114.2842
"Stoic Tree Arete","First Cliff, Left Tower. > Patricia Bowl > Rock Creek > Mammoth Lakes Area > Sierra Eastside > California",https://www.mountainproject.com/route/106509887/stoic-tree-arete,3.0,-1,Sport,5.10a,1,100,37.46275,-118.74503
"Put Down Your Ducky","The ZoZone > Sinks Canyon > Lander Area > Wyoming",https://www.mountainproject.com/route/111281832/put-down-your-ducky,3.0,-1,Sport,5.8,1,80,42.73907,-108.83038
Holeshot,"Moto Wall > Shuteye Ridge > Southern Sierra > California",https://www.mountainproject.com/route/110566717/holeshot,4.0,-1,Sport,5.9+,1,90,37.35,-119.4276
"Carbonic Acid Trip","Wine Bottle > YangShuo > Guangxi Province > China > Asia > International",https://www.mountainproject.com/route/107086242/carbonic-acid-trip,3.6,-1,Sport,5.10b,1,70,24.7456,110.4935
"Unknown 1","LaGrange > Alabama",https://www.mountainproject.com/route/106328008/unknown-1,4.0,-1,"Sport, TR",5.10a,1,45,34.65,-87.56
Bombolo,"Grotta dell'edera > Finale Ligure > Italy > Europe > International",https://www.mountainproject.com/route/114427727/bombolo,4.0,-1,Sport,5.10b/c,1,60,44.19604,8.31985
"Polish Warmup","Agitez Bien Area > Metcalfe Rock > Ontario > Canada > North America > International",https://www.mountainproject.com/route/113288253/polish-warmup,4.0,-1,Sport,5.10b,1,,44.41824,-80.44121
"El torre de Mordor","Arcotete > Chiapas > Southern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/114067552/el-torre-de-mordor,4.0,-1,Sport,5.7+,1,48,16.72527,-92.58435
Sángano,"Lost World > Nuevo Bayamón (US » Puerto Rico) > Puerto Rico > North America > International",https://www.mountainproject.com/route/114342992/sangano,4.0,-1,Sport,5.10b,1,70,18.40617,-66.14566
Hidrogliser,"A/12 Hidrogliser > Klanci East > National Park of Paklenica > Croatia > Europe > International",https://www.mountainproject.com/route/114354826/hidrogliser,4.0,-1,Sport,5.10-,1,100,44.30553,15.47254
"Brid sunca","West side of the tower > Freestanding Tower > Cliffbase > Hvar Island > Croatia > Europe > International",https://www.mountainproject.com/route/110557918/brid-sunca,4.0,-1,Sport,5.9,1,60,43.13465,16.59626
"Not a Cruise","Vacation Wall > Mud Mountain > Truth or Consequences Area > New Mexico",https://www.mountainproject.com/route/116229108/not-a-cruise,4.0,-1,Sport,5.9+,1,50,33.1549,-107.30844
"The Mission","Main Wall > Wye Creek > Queenstown > Otago > South Island > New Zealand > Oceania > International",https://www.mountainproject.com/route/108428977/the-mission,3.5,-1,Sport,5.9-,1,90,-45.14199,168.77028
"Community Service","The Island > Cody > Wyoming",https://www.mountainproject.com/route/106157912/community-service,3.0,-1,"Sport, Alpine",5.10b,1,50,44.50815,-109.17734
"Box of Chocolates","The College > Green River > Wyoming",https://www.mountainproject.com/route/113700921/box-of-chocolates,4.0,-1,Sport,5.10a/b,1,50,41.50531,-109.43859
"Adolf Rott Ged.-Weg","Bergseite > Streitberger Schild > Frankenjura > Germany > Europe > International",https://www.mountainproject.com/route/108153171/adolf-rott-ged-weg,4.0,-1,Sport,5.10a,1,90,49.8124,11.2202
"El calzon de Moctezuma","Arcotete > Chiapas > Southern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/114063013/el-calzon-de-moctezuma,4.0,-1,Sport,5.10-,1,40,16.72527,-92.58435
"Sea la Luz","Genesis > Cerro San Martin > San Carlos de Bariloche > Rio Negro > Argentina > South America > International",https://www.mountainproject.com/route/113022122/sea-la-luz,4.0,-1,Sport,5.9,1,60,-41.1646,-71.42466
"Young and Dynamic","Sinhagad Fort > Pune > Maharashtra Region > India > Asia > International",https://www.mountainproject.com/route/112373462/young-and-dynamic,4.0,-1,Sport,5.10a,1,30,18.36108,73.75337
"Happy Easter","Belapur Left Side Crag > Belapur (Navi Mumbai) > Mumbai > Maharashtra Region > India > Asia > International",https://www.mountainproject.com/route/112377649/happy-easter,4.0,-1,Sport,5.10b/c,1,90,19.03956,73.04045
"Krowia Droga","Krowia Turnia > Kamieniec > Czarnorzeki  Rocks ,  Skalki  Czarnorzeckie > Poland > Europe > International",https://www.mountainproject.com/route/106674829/krowia-droga,4.0,-1,Sport,5.7+,1,,49.7423,21.7845
